"keys","uz","tr","en"
"cut.ep043_intro.04","Salibchilarda ko'rganman. Sizga suyak kerak, temir emas.","Haçlılarda görmüştüm. Size kemik gerek, demir değil.","I saw it among the crusaders. You need bone, not iron."
"cut.ep043_intro.05","Suyak? Odam suyagi bilan qo'l qaytadan tuzaladimi?","Kemik mi? İnsan kemiğiyle el yeniden düzelir mi?","Bone? Can a hand truly be mended with bone?"
"cut.ep043_intro.06","Temir sindiradi, suyak esa siz bilan birga yashaydi.","Demir kırar, kemik ise sizinle birlikte yaşar.","Iron breaks. Bone lives on together with your body."
"cut.ep044_intro.01","Bozor to'la, bek. O'n ikki yillik mehnat shu.","Pazar dolu bey. On iki yılın emeği işte bu.","The market is full, Bey. Twelve years of labor stands here."
"cut.ep044_intro.02","Tinchlik berilmaydi, o'g'lim. Tinchlik qurib olinadi.","Barış verilmez oğul. Barış kurularak kazanılır.","Peace is not given. Peace is something you build."
"cut.ep044_intro.03","Bek! Ufqda chang. Va oq tug' ko'rinyapti.","Bey! Ufukta toz var. Ve ak tuğ görünüyor.","Bey! Dust on the horizon. And a white standard."
"cut.ep044_intro.04","To'qqiz dumli. Darvozani yoping. Bolalarni ichkariga oling.","Dokuz tuğlu. Kapıyı kapatın. Çocukları içeri alın.","Nine tails. Shut the gate. Take the children inside now."
"cut.ep044_intro.05","O'n ikki yil bu mixni cho'ntagimda olib yurdim.","On iki yıl bu çiviyi cebimde taşıyıp durdum.","For twelve years I carried this nail in my pocket."
"cut.ep044_intro.06","Darvozani och, bek. Men faqat qo'lingni olaman.","Kapıyı aç bey. Ben yalnızca elini alacağım.","Open the gate, Bey. I will take only your hand."
"cut.ep044_intro.07","Bu darvoza o'sha qo'l bilan qurilgan, no'yon.","Bu kapı, tam da o elle kuruldu Noyan.","This gate was raised by that very hand, Noyan."
"cut.ep045_intro.01","Xarobada bir odam bor, bek. Qari va ko'r.","Harabede bir adam var bey. Yaşlı ve kör.","There is a man in the ruin, Bey. Old and blind."
"cut.ep045_intro.02","Qadamingni tanidim. O'n sakkiz yil o'tgan bo'lsa ham.","Adımını tanıdım. Üzerinden on sekiz yıl geçse de.","I know your step. Even after eighteen long years."
"cut.ep045_intro.03","Hamza. Mo'g'ullar seni ham tashlab ketishibdi.","Hamza. Moğollar seni de bırakıp gitmişler demek.","Hamza. So the Mongols left you behind as well."
"cut.ep045_intro.04","Men sening qo'lingni eshitdim. Xaritani men bergandim.","Senin elini duydum. O haritayı ben vermiştim.","I heard about your hand. I gave them the map."
"cut.ep045_intro.05","Ular seni topdi. Demak, o'sha mix mening ham.","Seni buldular. Demek o çivi benim de çivim.","They found you. So that nail is mine as well."
"cut.ep045_intro.06","Yomg'irda o'lma. Qolganini keyin gaplashamiz, Hamza.","Yağmurun altında ölme. Gerisini sonra konuşuruz Hamza.","Do not die in the rain. We will speak later."
"cut.ep046_intro.01","Qadamni qorga bosinglar. Muzga emas, faqat qorga.","Adımı kara basın. Buza değil, yalnızca kara.","Set your step in the snow. Never on the ice."
"cut.ep046_intro.02","Qirq kishimiz, bek. Biri fosh bo'lsa, hammamiz.","Kırk kişiyiz bey. Biri ele verirse, hepimiz gideriz.","We are forty, Bey. If one is seen, all fall."
"cut.ep046_intro.03","Qo'ling sovuqdan oqarib ketdi. Menga ko'rsat, bek.","Elin soğuktan bembeyaz olmuş. Bana göster bey.","The cold has turned your hand white. Show me, Bey."
"cut.ep046_intro.04","Sovuq og'riqni o'g'irlaydi. Bugun u mening do'stim.","Soğuk acıyı çalar. Bugün o benim dostumdur.","Cold steals the pain away. Today it is my friend."
"cut.ep046_intro.05","Shamol lagerdan bizga esyapti. Olovni shamolga bering.","Rüzgar kamptan bize esiyor. Ateşi rüzgara verin.","The wind blows from their camp. Give the fire to it."
"cut.ep046_intro.06","Tong otguncha qaytmasak, oba bizni kutolmaydi.","Şafağa dek dönmezsek, oba bizi bekleyemez.","If we are not back by dawn, the camp cannot wait."
"cut.ep047_intro.01","Yigirma yil. Men shu yillar shakallarni sanadim, bek.","Yirmi yıl. Ben bu yıllarda çakalları saydım bey.","Twenty years. All that time I counted jackals, Bey."
"cut.ep047_intro.02","O'n ikki ming to'qqiz yuz. Har biri yolvordi.","On iki bin dokuz yüz. Her biri yalvardı bana.","Twelve thousand nine hundred. Every last one of them begged."
"cut.ep047_intro.03","Sen sanoqqa kirmading. Men seni sanay olmadim.","Sen sayıya girmedin. Ben seni sayamadım hiç.","You never entered the count. I could not count you."
"cut.ep047_intro.04","Chunki men raqam emas, chegara edim, no'yon.","Çünkü ben bir rakam değil, bir sınırdım Noyan.","Because I was never a number, but a border."
"cut.ep047_intro.05","Mana shuning uchun bu mixni o'n ikki yil saqladim.","İşte bu yüzden bu çiviyi on iki yıl sakladım.","That is why I have kept this nail for twelve years."
"cut.ep047_intro.06","Qilichingni ol, no'yon. Olov bizni uzoq kutmaydi.","Kılıcını al Noyan. Ateş bizi uzun süre beklemez.","Take up your sword, Noyan. The fire will not wait."
"cut.ep048_intro.01","Bu temirxonani biz Deli Demir bilan qurgandik.","Bu demirhaneyi biz Deli Demir ile birlikte kurmuştuk.","We raised this forge together with Deli Demir, long ago."
"cut.ep048_intro.02","Kurultoy kutyapti, ota. Shajarani so'rashadi sizdan.","Kurultay bekliyor baba. Senden soy zincirini soracaklar.","The council waits, father. They will ask for your lineage."
"cut.ep048_intro.03","Shajara, o'g'lim, odamning o'zi haqidagi ishonchidir.","Soy zinciri, insanın kendine dair inancıdır oğul.","A lineage is a man's belief about himself, my son."
"cut.ep048_intro.04","O'g'uzxongacha ayting, bek. Xalq shuni kutib turibdi.","Oğuz Han'a kadar söyle bey. Halk bunu bekliyor.","Recite it back to Oghuz Khan, Bey. The people expect that."
"cut.ep048_intro.05","Men bilganimni aytaman. Bilmaganimni aytmayman, Turgut.","Ben bildiğimi söylerim. Bilmediğimi söylemem Turgut.","I will say what I know. Nothing beyond that, Turgut."
"cut.ep048_intro.06","Ota, mening ismim ham tangaga yozilarmi?","Baba, benim adım da bir paraya yazılır mı?","Father, will my name also be written on a coin?"
"cut.ep048_intro.07","Bir kun yoziladi, o'g'lim. Otangning ismi bilan birga.","Bir gün yazılır oğlum. Babanın adıyla birlikte yazılır.","One day it will, son. Beside your father's name."
"cut.ep006_intro.01","Sulton Han. Uch kun, ikki yuz jon — va hech kimdan bir tanga so'ralmaydi.","Sultan Han. Üç gün, iki yüz can — ve kimseden tek bir akçe istenmez.","Sultan Han. Three days, two hundred souls — and not one coin asked of anyone."
"cut.ep006_intro.02","Bu sultonning hukmi, bek. Karvonsaroy — yo'lovchining uyi, savdogarning emas.","Bu sultanın buyruğu, bey. Kervansaray yolcunun evidir, tüccarın değil.","That is the Sultan's decree, Bey. The caravanserai is the traveller's home, not the merchant's."
"cut.ep006_intro.03","Bek, ikki yuz odam ichida bittasi bizni kuzatyapti. Kim — hali bilmayman.","Bey, iki yüz kişinin içinde biri bizi izliyor. Kim — henüz bilmiyorum.","Bey, among two hundred people one is watching us. Who — I do not know yet."
"cut.ep006_intro.04","Karvonsaroyda hamma birovni kuzatadi, alp. Bu yerda ko'z — pul.","Kervansarayda herkes birini izler, alp. Burada göz paradır.","In a caravanserai everyone watches someone, alp. Here, eyes are money."
"cut.ep006_intro.05","Qon to'kmaymiz. Sulton Han sultonniki — mehmonniki emas.","Kan dökmeyiz. Sultan Han sultanındır — misafirin değil.","We spill no blood. Sultan Han belongs to the Sultan — not to the guest."
"cut.ep006_intro.06","Unda uni qilichsiz topamiz. Ko'z bilan, quloq bilan.","Öyleyse onu kılıçsız buluruz. Gözle, kulakla.","Then we find him without a sword. With eyes, with ears."
"cut.ep006_intro.07","Uch kun bor. Uchinchi kuni karvon ketadi — u ham ketadi. Ungacha topamiz.","Üç günümüz var. Üçüncü gün kervan gider — o da gider. O zamana kadar buluruz.","We have three days. On the third the caravan leaves — and so does he. We find him before then."
